Game,Rally,Player,Team,Space,Action,Errors,Nothing,Score
26,3.0,FRA_11,FRA,1,G_0,,1.0,
26,3.0,FRA_14,FRA,2,A_0,,1.0,
26,3.0,USA_2,USA,M,JS_0,,1.0,
26,3.0,USA_20,USA,2,B_0,,1.0,
11,9.0,ITA_16,ITA,3,A_0,,1.0,
11,9.0,ITA_6,ITA,3,D_0,,1.0,
11,9.0,ITA_5,ITA,6,G_0,,1.0,
11,9.0,ITA_15,ITA,1,A_0,1.0,,
11,9.0,ITA_22,ITA,3,B_0,,,1.0
11,9.0,NED_3,NED,1,B_0,,1.0,
11,9.0,NED_12,NED,1,D_0,,1.0,
11,9.0,NED_2,NED,2,G_0,,1.0,
11,9.0,NED_12,NED,5,R_1,,1.0,
11,9.0,NED_2,NED,2,G_0,,1.0,
11,9.0,NED_3,NED,1,At_0,,1.0,
11,9.0,ITA_19,ITA,L,FS_0,,1.0,
11,9.0,ITA_16,ITA,3,B_0,,1.0,
28,26.0,POL_16,POL,7,D_0,1.0,,
28,26.0,POL_16,POL,7,R_0,,1.0,
28,26.0,USA_5,USA,Y,JS_0,,1.0,
28,26.0,USA_11,USA,2,A_0,,,1.0
4,26.0,IRI_22,IRI,Y,JS_0,1.0,,
20,44.0,USA_5,USA,5,D_0,,1.0,
20,44.0,USA_4,USA,3,D_0,1.0,,
20,44.0,BRA_12,BRA,4,D_0,,1.0,
20,44.0,BRA_1,BRA,2,G_0,,1.0,
20,44.0,BRA_28,BRA,3,At_0,,1.0,
20,44.0,BRA_23,BRA,2,D_0,,1.0,
20,44.0,BRA_1,BRA,2,G_0,,1.0,
20,44.0,BRA_9,BRA,1,A_0,,,1.0
20,44.0,USA_4,USA,2,B_0,,1.0,
20,44.0,USA_2,USA,7,R_0,,1.0,
20,44.0,USA_11,USA,6,G_0,,1.0,
20,44.0,USA_2,USA,1,A_0,,1.0,
20,44.0,BRA_12,BRA,M,JS_0,,1.0,
20,44.0,BRA_28,BRA,3,B_0,,1.0,
20,44.0,BRA_18,BRA,8,D_0,,1.0,
20,44.0,BRA_1,BRA,2,G_0,,1.0,
20,44.0,BRA_3,BRA,2,A_0,,1.0,
28,38.0,USA_22,USA,8,D_0,1.0,,
28,38.0,USA_2,USA,8,R_0,,1.0,
28,38.0,POL_6,POL,Y,JS_0,,1.0,
28,38.0,POL_20,POL,2,D_1,,1.0,
28,38.0,POL_19,POL,3,G_1,,1.0,
28,38.0,POL_20,POL,1,A_0,,,1.0
6,44.0,FRA_9,FRA,9,D_0,,1.0,
6,44.0,FRA_17,FRA,FZ,G_0,,1.0,
6,44.0,FRA_9,FRA,FZ,At_0,,1.0,
6,44.0,FRA_17,FRA,1,B_0,1.0,,
6,44.0,ITA_7,ITA,1,D_0,,1.0,
6,44.0,ITA_6,ITA,2,G_0,,1.0,
6,44.0,ITA_5,ITA,3,A_0,,,1.0
6,44.0,ITA_7,ITA,1,D_0,,1.0,
6,44.0,ITA_6,ITA,2,G_0,,1.0,
6,44.0,ITA_16,ITA,1,A_0,,1.0,
6,44.0,ITA_5,ITA,8,R_0,,1.0,
6,44.0,ITA_15,ITA,4,G_0,,1.0,
6,44.0,ITA_16,ITA,1,A_0,,1.0,
6,44.0,FRA_4,FRA,Y,JS_0,,1.0,
6,44.0,FRA_9,FRA,8,D_0,,1.0,
6,44.0,FRA_11,FRA,6,G_0,,1.0,
6,44.0,FRA_4,FRA,6,At_0,,1.0,
12,43.0,ITA_15,ITA,4,R_1,,1.0,
12,43.0,ITA_6,ITA,2,G_1,,1.0,
12,43.0,ITA_19,ITA,2,A_0,,,1.0
12,43.0,NED_7,NED,L,JS_0,,1.0,
12,43.0,NED_7,NED,8,D_0,1.0,,
26,37.0,FRA_9,FRA,4,R_1,,1.0,
26,37.0,FRA_6,FRA,2,G_0,,1.0,
26,37.0,FRA_9,FRA,1,A_0,,,1.0
26,37.0,USA_20,USA,M,JS_0,,1.0,
26,37.0,USA_18,USA,4,D_0,1.0,,
18,44.0,FRA_17,FRA,4,R_1,,1.0,
18,44.0,FRA_11,FRA,2,G_1,,1.0,
18,44.0,FRA_4,FRA,3,A_0,,,1.0
18,44.0,JAP_5,JAP,M,JS_0,,1.0,
18,44.0,JAP_1,JAP,6,D_0,1.0,,
23,34.0,FRA_25,FRA,L,JS_0,1.0,,
17,20.0,FRA_19,FRA,9,R_0,,1.0,
17,20.0,FRA_17,FRA,FZ,D_0,1.0,,
17,20.0,JAP_1,JAP,L,JS_0,,,1.0
13,35.0,ITA_17,ITA,1,B_0,,1.0,
13,35.0,ITA_7,ITA,9,D_0,,1.0,
13,35.0,ITA_6,ITA,3,G_0,,1.0,
13,35.0,ITA_15,ITA,1,At_0,,1.0,
13,35.0,ITA_17,ITA,3,B_0,1.0,,
13,35.0,POL_15,POL,3,B_0,,1.0,
13,35.0,POL_19,POL,FZ,D_0,,1.0,
13,35.0,POL_17,POL,6,G_0,,1.0,
13,35.0,POL_6,POL,1,A_0,,1.0,
13,35.0,POL_19,POL,3,D_0,,1.0,
13,35.0,POL_15,POL,3,D_0,,1.0,
13,35.0,POL_16,POL,1,A_0,,,1.0
13,35.0,ITA_5,ITA,1,D_0,,1.0,
13,35.0,ITA_6,ITA,3,G_0,,1.0,
13,35.0,ITA_14,ITA,2,A_0,,1.0,
13,35.0,ITA_15,ITA,7,R_0,,1.0,
13,35.0,ITA_6,ITA,FZ,D_0,,1.0,
13,35.0,ITA_15,ITA,1,At_0,,1.0,
13,35.0,POL_23,POL,M,JS_0,,1.0,
13,35.0,POL_15,POL,3,B_0,,1.0,
23,36.0,FRA_2,FRA,5,R_1,,1.0,
23,36.0,FRA_11,FRA,2,G_1,,1.0,
23,36.0,FRA_4,FRA,1,A_0,1.0,,
23,36.0,USA_20,USA,M,JS_0,,1.0,
25,22.0,FRA_4,FRA,8,D_0,1.0,,
25,22.0,FRA_9,FRA,8,R_0,,1.0,
25,22.0,FRA_11,FRA,2,D_0,,1.0,
25,22.0,FRA_9,FRA,6,D_0,,1.0,
25,22.0,USA_8,USA,Y,JS_0,,1.0,
25,22.0,USA_8,USA,6,D_1,,1.0,
25,22.0,USA_11,USA,2,G_1,,1.0,
25,22.0,USA_18,USA,1,A_0,,,1.0
19,23.0,BRA_12,BRA,2,D_0,,1.0,
19,23.0,BRA_1,BRA,2,G_1,,1.0,
19,23.0,BRA_18,BRA,3,At_0,,,1.0
19,23.0,USA_4,USA,4,D_0,1.0,,
19,23.0,BRA_9,BRA,4,R_0,,1.0,
19,23.0,BRA_1,BRA,2,G_0,,1.0,
19,23.0,BRA_12,BRA,2,A_0,,1.0,
19,23.0,USA_4,USA,L,FS_0,,1.0,
19,23.0,USA_5,USA,6,D_0,,1.0,
19,23.0,USA_4,USA,7,G_0,,1.0,
19,23.0,USA_2,USA,5,D_0,,1.0,
30,19.0,POL_21,POL,1,D_1,,1.0,
30,19.0,POL_12,POL,2,G_1,,1.0,
30,19.0,POL_15,POL,2,A_0,,,1.0
30,19.0,USA_22,USA,4,D_0,1.0,,
30,19.0,POL_10,POL,7,R_0,,1.0,
30,19.0,POL_17,POL,FZ,D_0,,1.0,
30,19.0,POL_10,POL,1,At_0,,1.0,
30,19.0,USA_2,USA,M,JS_0,,1.0,
30,19.0,USA_4,USA,3,B_0,,1.0,
18,32.0,FRA_19,FRA,7,R_0,,1.0,
18,32.0,FRA_11,FRA,3,G_0,,1.0,
18,32.0,FRA_4,FRA,1,A_0,,,1.0
18,32.0,JAP_5,JAP,M,JS_0,,1.0,
18,32.0,JAP_5,JAP,8,D_0,1.0,,
25,20.0,USA_22,USA,8,R_0,,1.0,
25,20.0,USA_11,USA,4,G_0,,1.0,
25,20.0,USA_8,USA,3,A_0,1.0,,
25,20.0,FRA_4,FRA,Y,JS_0,,1.0,
18,12.0,JAP_1,JAP,1,D_0,,1.0,
18,12.0,JAP_8,JAP,3,G_0,,1.0,
18,12.0,JAP_1,JAP,3,A_0,,1.0,
18,12.0,JAP_1,JAP,3,B_0,1.0,,
18,12.0,FRA_1,FRA,1,B_0,,1.0,
18,12.0,FRA_11,FRA,8,D_0,,1.0,
18,12.0,FRA_19,FRA,5,G_0,,1.0,
18,12.0,FRA_17,FRA,1,A_0,,,1.0
18,12.0,JAP_5,JAP,4,R_0,,1.0,
18,12.0,JAP_8,JAP,2,G_0,,1.0,
18,12.0,JAP_1,JAP,3,A_0,,1.0,
18,12.0,FRA_19,FRA,Y,JS_0,,1.0,
18,12.0,FRA_11,FRA,9,D_0,,1.0,
18,12.0,FRA_19,FRA,FZ,D_0,,1.0,
18,12.0,FRA_4,FRA,3,A_0,,1.0,
6,19.0,ITA_5,ITA,7,R_0,,1.0,
6,19.0,ITA_6,ITA,3,G_0,,1.0,
6,19.0,ITA_5,ITA,1,At_0,,,1.0
6,19.0,FRA_1,FRA,Y,JS_0,,1.0,
6,19.0,FRA_11,FRA,6,D_0,1.0,,
15,5.0,POL_15,POL,Y,JS_0,1.0,,
20,31.0,USA_8,USA,5,R_0,,1.0,
20,31.0,USA_2,USA,4,G_0,,1.0,
20,31.0,USA_5,USA,6,A_0,1.0,,
20,31.0,BRA_28,BRA,Y,FS_0,,1.0,
20,31.0,BRA_23,BRA,1,B_0,,,1.0
30,26.0,USA_2,USA,8,R_0,,1.0,
30,26.0,USA_11,USA,2,G_1,,1.0,
30,26.0,USA_20,USA,2,A_0,1.0,,
30,26.0,POL_10,POL,Y,JS_0,,1.0,
8,36.0,ITA_9,ITA,6,R_1,,1.0,
8,36.0,ITA_8,ITA,2,G_0,,1.0,
8,36.0,ITA_14,ITA,2,A_0,,,1.0
8,36.0,FRA_9,FRA,Y,JS_0,,1.0,
8,36.0,FRA_1,FRA,2,B_0,1.0,,
25,2.0,FRA_17,FRA,4,R_0,,1.0,
25,2.0,FRA_11,FRA,1,G_1,,1.0,
25,2.0,FRA_1,FRA,1,A_0,,,1.0
25,2.0,USA_2,USA,M,JS_0,,1.0,
25,2.0,USA_20,USA,2,B_0,,1.0,
25,2.0,USA_22,USA,4,D_0,1.0,,
18,29.0,JAP_20,JAP,2,D_1,,1.0,
18,29.0,JAP_8,JAP,2,G_1,,1.0,
18,29.0,JAP_12,JAP,2,A_0,,,1.0
18,29.0,FRA_19,FRA,8,D_0,1.0,,
18,29.0,JAP_12,JAP,8,R_0,,1.0,
18,29.0,JAP_8,JAP,2,G_1,,1.0,
18,29.0,JAP_5,JAP,1,A_0,,1.0,
18,29.0,FRA_19,FRA,Y,JS_0,,1.0,
18,29.0,FRA_19,FRA,8,D_0,,1.0,
19,7.0,USA_2,USA,5,R_0,1.0,,
19,7.0,BRA_18,BRA,Y,JS_0,,,1.0
20,26.0,BRA_9,BRA,4,R_0,,1.0,
20,26.0,BRA_1,BRA,5,G_0,,1.0,
20,26.0,BRA_28,BRA,1,A_0,,,1.0
20,26.0,USA_8,USA,M,FS_0,,1.0,
20,26.0,USA_8,USA,8,D_0,1.0,,
20,45.0,BRA_12,BRA,M,JS_0,1.0,,
14,23.0,ITA_15,ITA,1,D_0,,1.0,
14,23.0,ITA_7,ITA,4,G_0,,1.0,
14,23.0,ITA_15,ITA,1,A_0,,1.0,
14,23.0,ITA_6,ITA,8,D_0,,1.0,
14,23.0,ITA_7,ITA,FZ,D_0,,1.0,
14,23.0,ITA_15,ITA,1,At_0,1.0,,
14,23.0,POL_20,POL,3,B_0,,1.0,
14,23.0,POL_21,POL,FZ,D_0,,1.0,
14,23.0,POL_17,POL,FZ,D_0,,1.0,
14,23.0,POL_6,POL,5,A_0,,1.0,
14,23.0,ITA_5,ITA,6,R_1,,1.0,
14,23.0,ITA_6,ITA,2,G_0,,1.0,
14,23.0,ITA_15,ITA,1,At_0,,1.0,
14,23.0,POL_6,POL,Y,JS_0,,1.0,
14,23.0,POL_19,POL,3,B_0,,1.0,
28,8.0,POL_17,POL,7,R_0,,1.0,
28,8.0,POL_19,POL,3,G_1,,1.0,
28,8.0,POL_14,POL,1,A_0,,,1.0
28,8.0,USA_8,USA,Y,JS_0,,1.0,
28,8.0,USA_5,USA,3,B_0,1.0,,
29,15.0,POL_16,POL,7,R_0,,1.0,
29,15.0,POL_19,POL,2,G_0,,1.0,
29,15.0,POL_6,POL,3,A_0,,,1.0
29,15.0,USA_5,USA,L,JS_0,,1.0,
29,15.0,USA_8,USA,8,D_0,1.0,,
24,24.0,UAS_22,UAS,8,R_1,,1.0,
24,24.0,UAS_11,UAS,2,G_0,,1.0,
24,24.0,UAS_2,UAS,2,A_0,,,1.0
24,24.0,UAS_14,UAS,2,B_0,1.0,,
24,24.0,FRA_4,FRA,Y,JS_0,,1.0,
28,10.0,POL_14,POL,7,R_1,,1.0,
28,10.0,POL_19,POL,2,G_1,,1.0,
28,10.0,POL_15,POL,2,A_0,,,1.0
28,10.0,USA_20,USA,M,JS_0,,1.0,
28,10.0,USA_8,USA,8,D_0,1.0,,
15,45.0,POL_21,POL,7,R_0,,1.0,
15,45.0,POL_19,POL,2,G_0,,1.0,
15,45.0,POL_16,POL,2,A_0,,,1.0
15,45.0,ITA_15,ITA,L,JS_0,,1.0,
15,45.0,ITA_5,ITA,8,D_0,1.0,,
23,33.0,FRA_9,FRA,1,A_0,,,1.0
23,33.0,USA_2,USA,4,D_0,1.0,,
23,33.0,FRA_17,FRA,6,R_0,,1.0,
23,33.0,FRA_11,FRA,5,G_0,,1.0,
23,33.0,FRA_9,FRA,1,A_0,,1.0,
23,33.0,USA_8,USA,Y,JS_0,,1.0,
23,33.0,USA_15,USA,3,B_0,,1.0,
17,18.0,JAP_2,JAP,4,R_0,,1.0,
17,18.0,JAP_8,JAP,2,G_1,,1.0,
17,18.0,JAP_2,JAP,2,A_0,,,1.0
17,18.0,FRA_19,FRA,Y,JS_0,,1.0,
17,18.0,FRA_11,FRA,6,D_0,1.0,,
25,30.0,USA_2,USA,4,R_0,,1.0,
25,30.0,USA_11,USA,3,G_0,,1.0,
25,30.0,USA_2,USA,1,A_0,,,1.0
25,30.0,FRA_11,FRA,Y,JS_0,,1.0,
25,30.0,FRA_4,FRA,3,B_0,1.0,,
30,20.0,USA_22,USA,8,R_0,,1.0,
30,20.0,USA_11,USA,6,G_0,,1.0,
30,20.0,USA_8,USA,1,A_0,,,1.0
30,20.0,POL_15,POL,Y,JS_0,,1.0,
30,20.0,POL_6,POL,3,B_0,1.0,,
9,14.0,NED_12,NED,8,R_0,,1.0,
9,14.0,NED_2,NED,5,G_0,,1.0,
9,14.0,NED_14,NED,3,A_0,,,1.0
9,14.0,ITA_16,ITA,L,JS_0,,1.0,
9,14.0,ITA_17,ITA,1,B_0,1.0,,
29,21.0,POL_16,POL,M,JS_0,1.0,,
20,4.0,BRA_9,BRA,7,D_0,,1.0,
20,4.0,BRA_1,BRA,6,D_0,1.0,,
20,4.0,USA_22,USA,4,D_0,,1.0,
20,4.0,USA_11,USA,3,G_0,,1.0,
20,4.0,USA_20,USA,2,A_0,,,1.0
20,4.0,BRA_9,BRA,4,R_0,,1.0,
20,4.0,BRA_1,BRA,2,G_1,,1.0,
20,4.0,BRA_28,BRA,1,A_0,,1.0,
20,4.0,USA_8,USA,M,JS_0,,1.0,
20,4.0,USA_2,USA,4,D_0,,1.0,
20,4.0,USA_11,USA,1,G_0,,1.0,
20,4.0,USA_2,USA,1,A_0,,1.0,
29,29.0,POL_14,POL,L,JS_0,1.0,,
20,47.0,USA_2,USA,7,R_0,,1.0,
20,47.0,USA_11,USA,2,G_1,,1.0,
20,47.0,USA_2,USA,1,A_0,,,1.0
20,47.0,BRA_14,BRA,Y,JS_0,,1.0,
20,47.0,BRA_1,BRA,3,B_0,1.0,,
8,33.0,ITA_8,ITA,5,G_0,,1.0,
8,33.0,ITA_9,ITA,3,A_0,1.0,,
8,33.0,FRA_11,FRA,Y,JS_0,,1.0,
8,33.0,FRA_1,FRA,1,B_0,,,1.0
27,8.0,USA_22,USA,8,R_1,,1.0,
27,8.0,USA_11,USA,2,G_1,,1.0,
27,8.0,USA_8,USA,3,A_0,1.0,,
27,8.0,FRA_11,FRA,Y,JS_0,,1.0,
27,8.0,FRA_9,FRA,1,B_0,,,1.0
13,20.0,POL_17,POL,6,R_1,,1.0,
13,20.0,POL_19,POL,2,G_1,,1.0,
13,20.0,POL_20,POL,2,A_0,,,1.0
13,20.0,ITA_16,ITA,L,JS_0,,1.0,
13,20.0,ITA_7,ITA,4,D_0,1.0,,
3,13.0,IRI_8,IRI,8,R_0,,1.0,
3,13.0,IRI_18,IRI,2,G_0,,1.0,
3,13.0,IRI_2,IRI,1,A_0,,,1.0
3,13.0,POL_20,POL,L,JS_0,,1.0,
3,13.0,POL_20,POL,4,D_0,1.0,,
30,24.0,POL_21,POL,8,R_0,,1.0,
30,24.0,POL_12,POL,3,G_0,,1.0,
30,24.0,POL_6,POL,1,A_0,1.0,,
30,24.0,USA_11,USA,Y,JS_0,,1.0,
2,17.0,IRI_22,IRI,7,R_0,,1.0,
2,17.0,IRI_18,IRI,6,G_0,,,
2,17.0,IRI_17,IRI,3,A_0,,,1.0
2,17.0,POL_15,POL,Y,JS_0,,1.0,
2,17.0,POL_14,POL,8,D_0,1.0,,
7,32.0,ITA_14,ITA,3,B_0,,1.0,
7,32.0,ITA_16,ITA,5,D_0,,1.0,
7,32.0,ITA_7,ITA,4,G_0,,1.0,
7,32.0,ITA_5,ITA,5,A_0,,1.0,
7,32.0,ITA_6,ITA,3,D_0,,1.0,
7,32.0,ITA_7,ITA,4,G_0,,1.0,
7,32.0,ITA_12,ITA,1,A_0,1.0,,
7,32.0,FRA_11,FRA,2,B_0,,1.0,
7,32.0,ITA_12,ITA,7,R_1,,1.0,
7,32.0,ITA_6,ITA,2,G_0,,1.0,
7,32.0,ITA_12,ITA,1,At_0,,1.0,
7,32.0,FRA_14,FRA,Y,JS_0,,1.0,
7,32.0,FRA_11,FRA,3,B_0,,1.0,
7,32.0,FRA_11,FRA,3,D_0,,1.0,
7,32.0,FRA_4,FRA,6,G_0,,1.0,
7,32.0,FRA_9,FRA,1,A_0,,1.0,
24,3.0,UAS_22,UAS,8,D_0,1.0,,
24,3.0,UAS_8,UAS,9,R_0,,1.0,
24,3.0,FRA_4,FRA,Y,JS_0,,1.0,
24,3.0,FRA_17,FRA,2,A_0,,,1.0
10,16.0,ITA_7,ITA,8,R_0,,1.0,
10,16.0,ITA_6,ITA,1,D_0,,1.0,
10,16.0,ITA_5,ITA,1,A_0,,,1.0
10,16.0,NED_22,NED,L,FS_0,,1.0,
10,16.0,NED_22,NED,8,D_0,1.0,,
23,30.0,FRA_9,FRA,5,R_0,1.0,,
23,30.0,USA_11,USA,Y,JS_0,,,1.0
13,27.0,ITA_15,ITA,9,R_0,,1.0,
13,27.0,ITA_6,ITA,4,G_0,,1.0,
13,27.0,ITA_5,ITA,1,A_0,,,1.0
13,27.0,POL_16,POL,M,JS_0,,1.0,
13,27.0,POL_16,POL,9,D_0,1.0,,
2,47.0,POL_5,POL,M,JS_0,1.0,,
7,45.0,FRA_2,FRA,8,R_0,,1.0,
7,45.0,FRA_11,FRA,3,G_0,,1.0,
7,45.0,FRA_4,FRA,3,A_0,,,1.0
7,45.0,ITA_5,ITA,L,JS_0,,1.0,
7,45.0,ITA_7,ITA,7,D_0,1.0,,
16,18.0,FRA_19,FRA,5,R_0,,1.0,
16,18.0,FRA_11,FRA,3,G_1,,1.0,
16,18.0,FRA_4,FRA,3,A_0,,,1.0
16,18.0,JAP_6,JAP,L,FS_0,,1.0,
16,18.0,JAP_7,JAP,1,B_0,1.0,,
22,27.0,BRA_23,BRA,M,FS_0,1.0,,
21,23.0,BRA_9,BRA,7,R_0,,,
21,23.0,BRA_1,BRA,1,G_0,,1.0,
21,23.0,BRA_23,BRA,2,A_0,,,1.0
21,23.0,USA_20,USA,L,JS_0,,1.0,
21,23.0,USA_20,USA,4,D_0,1.0,,
21,42.0,BRA_16,BRA,1,B_0,1.0,,
21,42.0,BRA_18,BRA,7,R_0,,1.0,
21,42.0,BRA_1,BRA,5,G_0,,1.0,
21,42.0,BRA_18,BRA,1,At_0,,1.0,
21,42.0,USA_2,USA,M,JS_0,,1.0,
21,42.0,USA_22,USA,5,D_0,,1.0,
21,42.0,USA_11,USA,6,G_0,,1.0,
21,42.0,USA_15,USA,6,A_0,,,1.0
29,5.0,POL_16,POL,1,B_0,1.0,,
29,5.0,POL_14,POL,5,R_0,,1.0,
29,5.0,POL_19,POL,2,G_0,,1.0,
29,5.0,POL_16,POL,1,A_0,,1.0,
29,5.0,USA_4,USA,Y,FS_0,,1.0,
29,5.0,USA_20,USA,3,B_0,,1.0,
29,5.0,USA_2,USA,7,D_1,,1.0,
29,5.0,USA_11,USA,3,G_1,,1.0,
29,5.0,USA_5,USA,3,At_0,,,1.0
28,11.0,USA_11,USA,2,D_0,,1.0,
28,11.0,USA_8,USA,5,G_0,,1.0,
28,11.0,USA_5,USA,3,A_0,,1.0,
28,11.0,POL_14,POL,1,B_0,1.0,,
28,11.0,USA_2,USA,4,R_1,,1.0,
28,11.0,USA_11,USA,2,G_0,,1.0,
28,11.0,USA_4,USA,2,A_0,,1.0,
28,11.0,POL_19,POL,L,FS_0,,1.0,
28,11.0,POL_15,POL,2,B_0,,1.0,
13,41.0,ITA_5,ITA,8,R_0,1.0,,
13,41.0,POL_6,POL,Y,JS_0,,,1.0
7,27.0,FRA_9,FRA,4,R_1,,1.0,
7,27.0,FRA_11,FRA,2,G_1,,1.0,
7,27.0,FRA_17,FRA,1,A_0,,,1.0
7,27.0,ITA_19,ITA,L,JS_0,,1.0,
7,27.0,ITA_6,ITA,6,D_0,1.0,,
7,2.0,FRA_2,FRA,8,R_1,,1.0,
7,2.0,FRA_11,FRA,2,G_1,,1.0,
7,2.0,FRA_17,FRA,1,A_0,,,1.0
7,2.0,ITA_6,ITA,Y,JS_0,,1.0,
7,2.0,ITA_19,ITA,3,B_0,1.0,,
26,10.0,USA_4,USA,4,R_1,,1.0,
26,10.0,USA_11,USA,2,G_1,,1.0,
26,10.0,USA_8,USA,1,A_0,1.0,,
26,10.0,FRA_11,FRA,Y,JS_0,,1.0,
2,22.0,POL_14,POL,8,R_0,,1.0,
2,22.0,POL_19,POL,6,G_0,,1.0,
2,22.0,POL_16,POL,1,A_0,,1.0,
2,22.0,IRI_17,IRI,L,JS_0,,1.0,
2,22.0,IRI_22,IRI,3,B_0,,1.0,
2,22.0,IRI_2,IRI,FZ,D_0,,1.0,
2,22.0,IRI_8,IRI,5,G_0,,1.0,
2,22.0,IRI_17,IRI,3,A_0,1.0,,
27,4.0,USA_2,USA,M,JS_0,1.0,,
25,37.0,FRA_14,FRA,3,B_0,1.0,,
25,37.0,FRA_9,FRA,5,R_0,,1.0,
25,37.0,USA_15,USA,L,JS_0,,1.0,
25,37.0,USA_11,USA,6,D_0,,1.0,
25,37.0,USA_2,USA,5,G_0,,1.0,
25,37.0,USA_18,USA,1,A_0,,,1.0
25,32.0,USA_22,USA,9,R_0,,1.0,
25,32.0,USA_18,USA,FZ,G_0,,1.0,
25,32.0,USA_8,USA,1,A_0,,,1.0
25,32.0,FRA_9,FRA,Y,JS_0,,1.0,
25,32.0,FRA_2,FRA,1,D_0,1.0,,
8,31.0,ITA_7,ITA,8,R_0,,1.0,
8,31.0,ITA_8,ITA,5,G_0,,1.0,
8,31.0,ITA_9,ITA,1,A_0,,,1.0
8,31.0,FRA_25,FRA,L,JS_0,,1.0,
8,31.0,FRA_17,FRA,4,D_0,1.0,,
2,26.0,IRI_8,IRI,8,R_0,,1.0,
2,26.0,IRI_2,IRI,FZ,D_0,,1.0,
2,26.0,IRI_17,IRI,6,A_0,1.0,,
2,26.0,POL_20,POL,L,JS_0,,1.0,
26,22.0,USA_11,USA,6,D_0,,1.0,
26,22.0,USA_4,USA,3,G_0,,1.0,
26,22.0,USA_18,USA,1,A_0,,1.0,
26,22.0,USA_20,USA,4,D_0,1.0,,
26,22.0,FRA_2,FRA,5,D_0,,1.0,
26,22.0,FRA_11,FRA,2,G_0,,1.0,
26,22.0,FRA_17,FRA,2,A_0,,,1.0
26,22.0,FRA_14,FRA,3,B_0,,1.0,
26,22.0,FRA_4,FRA,6,D_0,,1.0,
26,22.0,FRA_11,FRA,2,G_0,,1.0,
26,22.0,FRA_9,FRA,1,A_0,,1.0,
26,22.0,FRA_2,FRA,5,R_0,,1.0,
26,22.0,FRA_11,FRA,3,G_0,,1.0,
26,22.0,FRA_9,FRA,1,A_0,,1.0,
26,22.0,USA_20,USA,M,JS_0,,1.0,
26,22.0,USA_4,USA,3,B_0,,1.0,
26,22.0,USA_11,USA,5,D_0,,1.0,
26,22.0,USA_20,USA,7,G_0,,1.0,
26,22.0,USA_18,USA,1,A_0,,1.0,
29,23.0,USA_20,USA,2,B_0,1.0,,
29,23.0,USA_8,USA,9,R_0,,1.0,
29,23.0,POL_20,POL,L,JS_0,,1.0,
29,23.0,POL_14,POL,1,D_1,,1.0,
29,23.0,POL_19,POL,2,G_0,,1.0,
29,23.0,POL_15,POL,1,At_0,,1.0,
30,29.0,POL_21,POL,7,R_0,1.0,,
30,29.0,USA_8,USA,Y,JS_0,,,1.0
1,41.0,POL_17,POL,5,R_0,1.0,,
1,41.0,IRI_5,IRI,Y,JS_0,,,1.0
25,21.0,USA_22,USA,8,R_0,,1.0,
25,21.0,USA_11,USA,2,G_1,,1.0,
25,21.0,USA_8,USA,3,A_0,,,1.0
25,21.0,FRA_4,FRA,Y,JS_0,,1.0,
25,21.0,FRA_17,FRA,1,B_0,1.0,,
10,6.0,NED_12,NED,8,R_1,,1.0,
10,6.0,NED_2,NED,3,G_0,,1.0,
10,6.0,NED_22,NED,2,A_0,,,1.0
10,6.0,ITA_19,ITA,L,FS_0,,1.0,
10,6.0,ITA_5,ITA,8,D_0,1.0,,
6,35.0,FRA_2,FRA,8,R_1,,1.0,
6,35.0,FRA_11,FRA,2,G_0,,1.0,
6,35.0,FRA_1,FRA,2,At_0,,,1.0
6,35.0,ITA_14,ITA,M,JS_0,,1.0,
6,35.0,ITA_16,ITA,5,D_0,1.0,,
11,18.0,NED_8,NED,3,B_0,1.0,,
11,18.0,NED_18,NED,8,R_0,,1.0,
11,18.0,NED_3,NED,7,G_0,,1.0,
11,18.0,NED_12,NED,3,At_0,,1.0,
11,18.0,ITA_6,ITA,M,JS_0,,1.0,
11,18.0,ITA_7,ITA,5,D_0,,1.0,
11,18.0,ITA_6,ITA,5,G_0,,1.0,
11,18.0,ITA_5,ITA,1,A_0,,,1.0
26,12.0,FRA_4,FRA,1,B_0,,1.0,
26,12.0,FRA_17,FRA,FZ,D_0,,1.0,
26,12.0,FRA_11,FRA,5,G_0,,1.0,
26,12.0,FRA_9,FRA,1,A_0,,1.0,
26,12.0,FRA_4,FRA,1,D_0,1.0,,
26,12.0,USA_2,USA,1,B_0,,,1.0
26,12.0,FRA_2,FRA,8,R_0,,1.0,
26,12.0,FRA_11,FRA,3,G_0,,1.0,
26,12.0,FRA_9,FRA,3,A_0,,1.0,
26,12.0,USA_18,USA,Y,JS_0,,1.0,
26,12.0,USA_2,USA,1,B_0,,1.0,
26,12.0,USA_22,USA,4,D_0,,1.0,
26,12.0,USA_11,USA,3,G_0,,1.0,
26,12.0,USA_8,USA,3,A_0,,1.0,
9,30.0,NED_18,NED,8,R_0,,1.0,
9,30.0,NED_4,NED,FZ,G_0,,1.0,
9,30.0,NED_14,NED,3,A_0,,,1.0
9,30.0,ITA_19,ITA,L,FS_0,,1.0,
9,30.0,ITA_6,ITA,3,D_0,1.0,,
20,13.0,BRA_9,BRA,7,R_0,1.0,,
20,13.0,USA_5,USA,L,JS_0,,,1.0
27,11.0,FRA_2,FRA,8,R_0,,1.0,
27,11.0,FRA_11,FRA,5,G_0,,1.0,
